  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   310,    P-2470,   2024/08/29 08:24:17,           1-08,      20,       -22.122,       -35.502,      -152.470,        -3.284,         19636,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724920132.30,         0.210,         0.161,         0.294,         0.154,        94.091,         0.000,         0.002,         1.502,       105.781,        12.960,         2.709,       135.232,         1.024,         1.404,        0.0000,       -0.0000,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   311,    P-2470,   2024/08/29 08:33:33,           1-08,      21,       -22.080,       -35.492,      -152.558,        -3.247,         19598,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724920687.63,         0.222,         0.174,         0.349,         0.159,        96.369,         0.000,         0.002,         1.540,       105.641,        12.981,         2.689,       134.544,         1.026,         1.278,       -0.0000,       -0.0000,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   312,    P-2470,   2024/08/29 08:42:48,           1-08,      22,       -22.090,       -35.515,      -152.589,        -3.245,         19682,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724921243.44,         0.223,         0.175,         0.314,         0.157,        95.079,         0.000,         0.001,         1.526,       106.209,        13.123,         2.681,       134.382,         1.027,         1.115,       -0.0000,       -0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   313,    P-2470,   2024/08/29 08:52:04,           1-08,      23,       -22.128,       -35.555,      -152.624,        -3.262,         19684,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724921798.75,         0.212,         0.149,         0.358,         0.165,        95.366,         0.000,         0.002,         1.530,       106.013,        13.153,         2.707,       135.451,         1.025,         1.360,        0.0000,       -0.0001,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   314,    P-2470,   2024/08/29 09:01:19,           1-08,      24,       -22.107,       -35.444,      -152.405,        -3.301,         19704,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724922354.55,         0.200,         0.166,         0.293,         0.141,        95.384,        -0.000,         0.001,         1.526,       106.295,        12.921,         2.714,       135.095,         1.027,         1.317,       -0.0000,        0.0001,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   315,    P-2470,   2024/08/29 09:10:36,           1-08,      25,       -22.136,       -35.506,      -152.472,        -3.297,         19639,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724922911.87,         0.224,         0.174,         0.314,         0.160,        94.456,        -0.000,         0.000,         1.511,       105.830,        12.960,         2.710,       135.114,         1.026,         1.420,       -0.0000,        0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   316,    P-2470,   2024/08/29 09:19:52,           1-08,      26,       -22.152,       -35.559,      -152.581,        -3.284,         19783,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724923466.97,         0.232,         0.178,         0.293,         0.167,        94.167,         0.000,         0.001,         1.500,       106.624,        13.061,         2.728,       136.285,         1.024,         1.400,        0.0000,       -0.0000,    1,        44.688,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   317,    P-2470,   2024/08/29 09:29:07,           1-08,      27,       -22.105,       -35.469,      -152.504,        -3.285,         19705,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724924022.23,         0.209,         0.162,         0.355,         0.152,        96.053,        -0.000,         0.003,         1.544,       106.285,        13.074,         2.699,       134.873,         1.026,         1.271,        0.0000,        0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   318,    P-2470,   2024/08/29 09:38:23,           1-08,      28,       -22.125,       -35.493,      -152.564,        -3.292,         19724,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724924577.32,         0.223,         0.172,         0.385,         0.159,        96.466,         0.000,         0.003,         1.535,       106.357,        12.901,         2.725,       135.782,         1.026,         1.416,        0.0000,        0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   319,    P-2470,   2024/08/29 09:47:38,           1-08,      29,       -22.103,       -35.438,      -152.441,        -3.300,         19714,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724925133.54,         0.211,         0.159,         0.281,         0.154,        95.937,        -0.000,         0.001,         1.532,       106.321,        12.830,         2.718,       135.629,         1.024,         1.373,       -0.0000,        0.0001,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   320,    P-2470,   2024/08/29 09:56:54,           1-08,      30,       -22.083,       -35.478,      -152.579,        -3.258,         19721,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724925689.04,         0.224,         0.168,         0.335,         0.158,        96.586,        -0.000,         0.002,         1.545,       106.407,        13.001,         2.704,       135.080,         1.025,         1.212,        0.0000,        0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   321,    P-2470,   2024/08/29 10:06:09,           1-08,      31,       -22.138,       -35.530,      -152.512,        -3.285,         19689,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724926244.60,         0.216,         0.178,         0.332,         0.151,        93.824,         0.001,         0.002,         1.501,       106.107,        12.994,         2.718,       135.513,         1.026,         1.397,       -0.0000,       -0.0000,    1,        44.688,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   322,    P-2470,   2024/08/29 10:15:26,           1-08,      32,       -22.111,       -35.494,      -152.511,        -3.278,         19774,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724926796.55,         0.224,         0.180,         0.318,         0.160,        94.382,        -0.000,         0.001,         1.575,       106.639,        12.959,         2.730,       136.012,         1.026,         1.341,       -0.0000,        0.0000,    1,        44.688,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
